Name,Position,Price,Quality,Service,Space,ZAvg_Score
Bún Bò Nam Bộ - Chợ Ngô Sĩ Liên,4.6,7.9,7.3,7.0,5.1,6.4
Nhất Nướng,7.4,7.8,6.7,6.6,7.6,7.2
Đồ Ăn Nhanh - Ngõ 167 Tây Sơn,7.2,7.7,6.9,7.2,6.6,7.1
Mbox - Ship Đồ Ăn Nhanh,4.3,4.3,3.5,4.2,4.5,4.2
Căn Bếp Của Bố - Salad & Mỳ Ý Online - Bạch Mai,1.0,1.0,1.0,1.0,1.0,1.0
Ciasto - Bánh Keto - Shop Online,8.2,9.0,9.2,9.0,7.0,8.5
Taco Nón Lá - Núi Trúc,7.5,6.0,6.5,7.0,7.0,6.8
Mangetsu Hanoi,10.0,10.0,10.0,10.0,10.0,10.0
Bánh Tráng Trộn Chị Thuỷ,5.0,1.0,1.0,1.0,1.0,1.8
"Hà Béo - Bún Mọc, Quẩy Trụ, Bánh Gà & Dồi Sụn",7.0,8.0,7.0,8.0,7.0,7.4
Bún Mọc - Đào Tấn,8.0,8.0,8.0,8.0,9.0,8.2
Chè Cung Đình Huế - Bạch Mai,7.7,6.7,6.8,6.6,7.4,7.1
Paparoti - Big C Thăng Long,5.5,7.5,7.0,7.0,6.0,6.6
Daewoo Deli Bakery - Daewoo Hotel,7.8,7.0,7.8,7.6,6.8,7.4
Gogi House - Nướng Hàn Quốc - AEON Mall Long Biên,9.3,9.3,9.4,9.3,9.4,9.3
Chè Hương Hải,7.4,7.3,7.2,7.1,6.5,7.1
Chè Trang - Chè Ba Miền,6.9,7.3,6.7,6.4,6.2,6.7
"Ốc Luộc, Nem Rán - Cầu Giấy",5.8,8.8,9.3,7.8,7.0,7.7
Thuận Triệu - Nước Dừa Xiêm Online,10.0,10.0,10.0,10.0,10.0,10.0
Trà Sữa Tocotoco - Đội Cấn,6.4,5.8,6.0,6.0,5.7,6.0
"Nga Béo - Cơm Rang, Mì Xào & Ăn Vặt Online",7.8,8.0,8.0,7.2,6.9,7.6
Mr Good Tea - Thiên Đường Bảo Sơn,8.5,8.5,8.5,8.5,8.0,8.4
Paris Baguette - West Lake,7.9,7.2,6.8,5.9,7.5,7.0
Whip N Fold - Cookies & Cakes Online,6.0,9.0,9.0,7.0,6.5,7.5
Bánh Mì Tuhu Bread - Hàm Tử Quan,7.0,7.0,7.0,7.0,7.0,7.0
Vua Chả Cá - Mai Hắc Đế,7.7,6.5,7.3,7.2,8.1,7.4
Bánh Mì Minh Nhật - KĐT Bắc Linh Đàm,5.2,4.7,4.4,4.7,5.5,4.9
Bánh Tráng Trộn - Quang Trung,8.7,9.3,9.0,8.7,6.3,8.4
Kanpai - Bia & Nướng Kiểu Nhật - The Garden,8.3,7.7,8.3,8.4,8.5,8.2
Bánh Cuốn Nóng & Gà Tần - Hoàng Cầu,6.0,8.7,7.0,5.7,4.7,6.4
Dozo Sushi Dining - Vincom Plaza Skylake,8.0,6.0,7.5,7.5,8.5,7.5
Sushila - Ẩm Thực Nhật Bản,7.1,8.3,7.9,8.3,7.1,7.7
Bún Chả Đắc Kim - Times City,6.0,4.0,3.4,3.8,4.6,4.4
Quán Lạng - Phở Chua & Vịt Quay Lạng Sơn,6.9,6.7,7.0,5.9,6.5,6.6
Gòn - Bites & Veggies,7.4,7.0,6.9,6.9,7.2,7.1
Anh Nghĩa - Bún Riêu Cua,6.0,9.0,9.0,8.5,5.5,7.6
Bánh Mì Hến,9.0,9.0,10.0,10.0,8.0,9.2
Bánh Cuốn Nóng & Bún Cá - Vũ Ngọc Phan,7.6,7.2,7.4,7.1,6.9,7.2
Lan Hương - Lẩu Nướng Hàn Quốc,5.0,5.0,5.0,5.0,5.0,5.0
"Dezato - Japanese Desert, Cafe & Tea - Thái Hà",7.0,7.0,8.0,7.0,8.0,7.4
Bún Chả Sinh Từ - Nguyễn Văn Lộc,1.0,1.0,1.0,1.0,1.0,1.0
Quốc Tuấn - Phở Bò Nam Định,7.2,6.8,6.3,6.7,5.8,6.6
Bánh Canh Ghẹ 6 - Ngô Tất Tố,10.0,9.0,9.0,8.0,9.0,9.0
Swans Gone Raw - Nhà Hàng Chay,7.0,7.0,7.0,7.0,8.0,7.2
Quán 19 - Bún Đậu & Bún Lòng,5.0,5.0,5.0,5.0,5.0,5.0
Hiếu Long - Quán Lòng Ngon,5.0,1.0,1.0,1.0,5.0,2.6
Bún Đậu Lòng Rán - Lương Khánh Thiện,7.0,7.0,9.0,8.0,7.0,7.6
Bếp Bà Cẩm - Cháo & Lòng - Dương Văn Bé,6.0,6.0,7.0,6.0,6.0,6.2
Lòng Dồi Nguyệt Béo - Nguyễn Cao,7.0,8.0,7.0,7.0,5.0,6.8
Cơm Chay Nhất Tâm,5.8,6.0,6.3,6.5,5.5,6.0
Bít Tết Hải Tý,7.4,6.8,6.4,6.8,6.4,6.8
Quý Béo - Sủi Cảo & Há Cảo,7.5,9.0,9.5,10.0,7.5,8.7
Chường Cảnh - Bún Bò Huế,6.2,6.0,5.4,4.4,4.8,5.4
Tố Tâm - Buffet Chay,8.0,7.0,7.5,7.0,7.5,7.4
Quán Ngói 13 - Lẩu Thái & Nướng Ngói,6.0,6.5,6.3,6.3,5.8,6.2
Caramello - Caramen & Đồ Ăn Vặt - Tân Mai,9.0,6.8,8.0,7.0,7.8,7.7
Nộm Huế - Nộm & Bánh Bột Lọc,6.7,7.6,7.5,6.9,5.9,6.9
Phở Trộn - Ngọc Hà,6.3,7.0,7.3,6.7,6.7,6.8
Royaltea - Đội Cấn,8.4,7.0,6.3,7.0,7.1,7.2
Akataiyo Suhi - Thụy Khuê,9.8,9.5,10.0,10.0,10.0,9.9
Bếp Bà Trư - Chân Gà Sạch - Shop Online,5.5,6.3,7.3,6.5,5.9,6.3
Manto Milktea,9.0,8.5,9.5,8.5,8.0,8.7
Thọ Lòng - Cháo Lòng & Tiết Canh,7.0,8.0,7.0,8.0,7.0,7.4
Nộm Bò Khô & Đồ Ăn Vặt - Lương Định Của,7.7,7.9,7.9,7.7,7.1,7.6
Apple Bakery,7.0,8.0,7.3,7.0,6.3,7.1
Trà Sữa Taster's Choice - Vincom Metropolis,7.4,6.9,6.9,6.0,7.3,6.9
Hường Ốc - Quang Trung,7.5,5.0,6.0,6.5,7.5,6.5
Bánh Rán Lúc Lắc Phố Cổ - Thái Thịnh,7.8,8.8,8.3,8.8,8.3,8.4
Bánh Rán Cổ Truyền - Hàng Chiếu,7.6,8.1,8.5,8.0,7.2,7.9
Bánh Ngô Delimanjoo - Aeon Mall Long Biên,7.0,7.0,7.0,7.0,7.0,7.0
"Hạt Dẻ, Ngô Luộc & Khoai Nướng - Hàng Điếu",8.0,8.0,8.0,8.0,7.0,7.8
Dồi Sụn Nướng - Định Công,8.0,10.0,10.0,10.0,3.0,8.2
Dồi Sụn Nướng - Chợ Nguyễn Công Trứ,8.0,8.5,9.0,8.5,8.5,8.5
Villa Ju Bakery - Bánh Ngọt & Bingsu Hàn Quốc - Trần Văn Lai,8.0,7.0,9.0,9.0,9.0,8.4
Cô Hồng - Tào Phớ & Chè Đỗ Đen,7.0,8.0,8.0,8.0,7.5,7.7
Cơm Gà Lê Gia,8.5,4.0,6.5,4.5,9.0,6.5
Annam Gourmet Cafe - Wine & Bistro,7.5,7.5,8.5,8.0,7.5,7.8
Aha Cafe - Lý Thường Kiệt,7.7,7.1,6.7,6.5,7.0,7.0
Bánh Mì Hoa Cúc Homemade - Shop Online,2.0,5.0,1.0,1.0,1.0,2.0
Hương Ruby - Lẩu & Nướng Hải Sản,8.3,7.5,7.8,7.5,7.2,7.7
Link Tea - Quà Vặt - Ngọc Lâm,7.8,8.0,7.8,7.0,6.9,7.5
Bún Ốc Nguội - Ô Quan Chưởng,7.0,5.3,6.5,6.8,5.3,6.2
Canh Bún Cua - Hàng Bồ,7.0,7.7,7.7,7.6,6.0,7.2
Thanh Còi - Gà Hầm & Óc Hầm,6.5,7.0,6.5,8.8,6.3,7.0
Hoàng Nam - Cơm Gà Xối Mỡ & Cơm Tấm Sài Gòn,7.2,8.2,8.2,8.4,7.7,7.9
Bếp Nhà Bul - Eat Clean & Healthy Online - Thanh Xuân Bắc,7.5,7.5,6.0,7.0,7.0,7.0
Cháo Sườn Cô Bích,10.0,10.0,10.0,10.0,9.0,9.8
Đình Quán - Ẩm Thực Việt,7.4,7.2,7.6,7.6,7.4,7.4
Cơm Ngũ Vị - Shop Online - Mạc Thái Tổ,5.5,5.5,5.5,5.5,3.0,5.0
Nướng Lụi - Lò Đúc,7.1,6.5,6.9,6.4,6.1,6.6
6A.M - Fast Food & Drinks,10.0,10.0,10.0,10.0,10.0,10.0
Bún Bò Huế Trang Nam - Lê Văn Hiến,8.4,8.4,9.4,7.0,7.0,8.1
Five Star Vietnam - Lê Văn Hiến,7.2,7.4,7.6,7.6,7.4,7.4
"Phô Mai Xinh - HotDog, Gà Rán Hàn & Đồ Hàn",8.3,8.7,8.9,8.9,8.7,8.7
Trà Sữa Mixue - 215 Trần Đại Nghĩa,7.0,8.0,9.0,8.0,7.0,7.8
Bánh Mì Nướng Muối Ớt - Chợ Bách Khoa,7.2,8.6,6.4,6.4,5.8,6.9
Quán Bà Liêm - Đặc Sản Lươn Nghệ An,6.9,7.4,7.8,6.5,5.3,6.8
Miến Lươn Đồng - Thái Hà,7.4,6.5,6.8,6.8,6.7,6.8
Eat Green - Healthy Food & Salad - Cầu Giấy,8.1,6.6,7.0,6.6,7.4,7.1
Hotpot Story - Nguyễn Khánh Toàn,7.5,5.4,6.1,6.5,6.7,6.4
Hà Nội Không Phải Vội - Cơm Văn Phòng Online,8.4,8.2,8.9,8.6,6.9,8.2
Bún Đậu Mắm Tôm - Nguyễn Trãi,7.0,7.0,6.0,7.0,7.0,6.8
Cá Lăng Toàn Thắng,7.4,6.7,7.5,7.0,8.4,7.4
Cháo Dinh Dưỡng Bika Việt Nam - Sơn Tây,8.7,9.2,8.5,8.5,9.2,8.8
Chân Gà Rang Muối - Triệu Việt Vương,7.2,7.0,7.7,6.9,6.6,7.1
Hoa Quả Dầm - Lê Thanh Nghị,6.2,8.2,8.1,7.4,6.3,7.2
Cảnh Gù - Dê Núi,1.3,1.3,1.3,1.3,1.3,1.3
Bếp Nhà Vịt - Đồ Ăn Hàn Quốc,8.1,7.8,7.8,8.6,6.9,7.8
Highlands Coffee - Vincom Bà Triệu,8.2,7.3,7.7,8.0,8.3,7.9
SugarKing - Đường Nâu Đài Loan - Hồ Tùng Mậu,9.0,5.0,7.0,6.0,6.0,6.6
Minh Mường - Lợn Mường Mẹt - Hoàng Cầu Mới,7.0,7.0,7.2,7.2,6.9,7.1
Kichi Kichi Lẩu Băng Chuyền - Trương Định,9.1,9.0,9.4,9.4,9.1,9.2
Bánh Mì Bách - Huỳnh Thúc Kháng,6.9,7.2,7.0,7.2,6.4,6.9
Phở Lý Quốc Sư - Thành Công,9.0,8.0,9.0,8.0,8.7,8.5
Phở Tuyết,6.8,8.3,8.3,8.5,5.5,7.5
Ninh Hương - Bánh Trung Thu Gia Truyền,7.5,7.0,7.8,6.8,7.0,7.2
Bánh Mì Tô - Bánh Mì Tổ Dân Phố,7.7,7.9,7.9,7.4,7.6,7.7
Cestsibon Cafe - Thái Hà,8.1,6.9,8.3,8.1,7.9,7.8
Chè Mun - Chè Sầu Riêng,6.0,9.0,8.0,9.0,6.0,7.6
Hà Trang - Ốc Nóng,7.6,6.3,8.2,7.1,6.4,7.1
Zeny Cake,4.5,3.5,2.5,2.5,4.5,3.5
Kem Dừa - Kem Côn Đảo Dừa Đất - Lý Thường Kiệt,7.0,7.0,7.0,7.0,7.0,7.0
Ốc Đảo Hà Nội - Bà Triệu,7.0,7.0,7.0,7.0,7.0,7.0
Bánh Tráng Sài Gòn - Ngọc Lâm,7.7,8.3,7.3,7.3,7.0,7.5
Sữa Chua Trân Châu Cô Thỏ - Nguyễn Phong Sắc,7.7,6.0,6.7,7.3,7.3,7.0
Café De Flore 46,9.3,8.3,8.2,8.8,9.1,8.7
La Bête - Steak House & Lounge,7.3,7.8,9.3,8.8,9.0,8.5
Miutiramisu - Tiệm Bánh Online,8.5,8.5,7.8,8.0,7.8,8.1
X-Men Karaoke Restaurant,7.3,5.9,7.4,6.9,7.6,7.0
Cha Go Tea & Caf'e - Tân Mai,7.4,6.5,6.2,6.5,7.1,6.7
Vị Quảng - Ẩm Thực Miền Trung - Trần Hưng Đạo,7.6,6.5,7.2,7.1,7.2,7.1
Maxx Cafe - Trần Huy Liệu,7.1,5.8,5.2,4.8,6.6,5.9
The Valley House - Lê Ngọc Hân,7.7,6.7,7.7,8.7,8.0,7.7
Sumo BBQ - Nhà Hàng Thịt Nướng Nhật Bản - Huỳnh Thúc Kháng,7.7,6.4,7.6,7.4,7.5,7.3
Tranquil Books & Coffee - Trần Hưng Đạo,7.8,7.0,6.8,7.2,8.2,7.4
Auden Coffee,8.3,7.9,8.1,8.5,9.1,8.4
Su's House - Bánh Su Kem Singapore - Nguyễn Trãi,7.0,8.0,8.0,8.0,7.0,7.6
Lee Hai Tea - Trà Sữa & Ăn Vặt - Lương Thế Vinh,7.8,8.2,6.8,7.2,7.2,7.4
"Bánh Chưng, Bánh Dầy - Hàng Vải",9.0,8.0,8.0,7.0,6.0,7.6
Kichi Kichi Lẩu Băng Chuyền - Vincom Bà Triệu,8.4,7.7,8.1,7.9,7.9,8.0
Tiệm Bánh Sole - Đê La Thành,7.0,7.0,7.0,7.0,7.0,7.0
Anh Béo - Bún Ngan & Miến Ngan,3.7,3.7,2.3,2.3,3.7,3.1
Tiệm Chè Dosa,7.0,6.0,6.0,6.5,4.5,6.0
Quán Chị Dậu - Lợn Mán Mẹt - Nguyễn Trãi,4.5,5.0,5.0,5.0,4.5,4.8
Bún Chả - Nguyễn Trãi,4.0,9.0,10.0,10.0,6.0,7.8
Paris Gâteaux - Giảng Võ,8.0,6.5,7.3,7.1,7.8,7.3
Chef Dzung - Bbq & Hotpot Buffet - Nguyễn Tuân,7.8,7.0,7.7,6.8,6.7,7.2
Mì Cay Samyang Yoppoki - Shop Online,7.0,7.0,8.0,7.0,7.0,7.2
Bún Ốc - Vạn Bảo,7.5,8.0,8.5,7.3,6.3,7.5
Nộm Ông Phúc - Shop Online,5.0,6.0,4.0,6.0,6.0,5.4
Xôi Xíu - Hàng Lược,7.7,6.2,6.4,7.4,7.1,7.0
Bún Chả Que Tre Cô Thanh Béo,8.5,9.0,10.0,9.0,7.5,8.8
Mama Fanbox - Lê Duẩn,7.0,7.7,8.3,8.0,7.0,7.6
Cung-Huang Gong - Ẩm Thực Trung Hoa,7.5,7.5,8.5,9.0,9.0,8.3
Chè Sài Gòn - Tôn Thất Tùng,7.7,6.8,6.3,6.7,6.2,6.8
Kichi Kichi Lẩu Băng Chuyền - Vincom Trần Duy Hưng,9.2,8.5,9.0,9.0,9.3,9.0
"Súp Gà, Bún Riêu & Bánh Đa Cua - Vũ Thạnh",7.0,6.0,6.0,5.0,6.0,6.0
Tiệm Bánh Giêrađo,7.8,8.0,7.5,7.8,7.1,7.6
King BBQ - Vua Nướng Hàn Quốc - AEON Mall Long Biên,7.5,6.3,7.0,6.6,6.7,6.8
Quán Giang - Bún Đậu Lòng Rán,6.8,7.1,7.6,6.9,6.7,7.0
Ami Garden Coffee,8.3,7.7,7.0,7.3,8.3,7.7
Tro Sweet - Ngọc Khánh,7.3,7.2,8.2,7.7,7.5,7.6
Cơm Tấm Phương Anh - Tông Đản,4.8,4.8,4.8,4.6,4.2,4.6
Hải Quy - Lẩu & Nướng,7.3,7.5,6.6,5.9,5.5,6.5
"Gà Tần, Xôi, Cháo, Bánh Mì - Tôn Thất Tùng",6.6,6.5,6.5,7.0,5.5,6.4
Huyền Hiệu - Bánh Đa Hải Phòng - KĐT Văn Quán,6.5,6.5,8.5,7.0,6.0,6.9
Hạnh Lan - Bún & Miến Ngan,6.4,6.9,7.4,6.1,6.1,6.6
Bánh Mì Thịt Nướng Đà Nẵng - Duy Tân,5.0,3.0,9.0,8.0,6.0,6.2
Muối’s Bami - Bánh Mỳ Thịt Nướng Huế,8.5,10.0,10.0,10.0,7.5,9.2
Pizza Simple Crepe - Ao Sen,6.0,6.4,5.4,6.6,6.0,6.1
O Lý - Lươn Nghệ An,6.9,6.1,7.1,7.5,6.7,6.9
Chả Cá Anh Vũ - Trung Hòa,7.5,7.5,8.3,8.2,7.9,7.9
Thuận Hoa - Cơm Gà Hội An & Cơm Văn Phòng,5.5,5.5,7.5,7.5,6.5,6.5
Lẩu Nấm & Mì Vằn Thắn Tân Tân - Nguyên Hồng,7.3,7.2,7.8,6.8,7.3,7.3
Nhà Bình An,8.0,10.0,10.0,10.0,10.0,9.6
Meiwei - Trung Hoa Mỹ Vị - Big C Thăng Long,7.6,7.4,7.8,8.0,7.8,7.7
Bếp Nhà Mình - Lẩu & Các Món Nhậu,3.0,1.0,1.0,1.0,1.0,1.4
Quán Bún Bò Huế - Trần Tử Bình,7.8,7.9,7.8,7.6,7.2,7.7
Tiệm Cà Phê Nhà Bình An,8.0,10.0,10.0,10.0,8.0,9.2
Nướng Ngói Số 1 - Quảng Bá,9.0,9.7,8.7,8.7,8.3,8.9
Smart Ground Cafe - Phạm Ngọc Thạch,5.8,6.3,6.7,6.8,7.3,6.6
Hải Hà Kotobuki Bakery - Láng Hạ,7.2,7.8,7.6,7.8,7.6,7.6
Cháo Dinh Dưỡng Tây Thi - Lương Định Của,6.0,7.0,6.0,7.0,6.0,6.4
CakeHouse Bakery & Coffee - Thị Trấn Trạm Trôi,5.7,8.0,8.3,6.7,9.3,7.6
Cafe - Karaoke,6.0,6.0,6.0,6.0,5.0,5.8
Huy Cafe - Karaoke,7.3,6.7,6.7,8.0,8.7,7.5
New Moon Cafe & Karaoke,8.0,7.0,8.0,7.0,9.0,7.8
KuKu Acoustic Coffee,7.0,7.3,6.7,8.7,7.7,7.5
Phố Ngon 37 - Indochina Plaza,8.2,7.7,8.0,7.9,8.4,8.0
Cơm Cốc Kup Bap - Lương Thế Vinh,6.5,6.6,6.9,6.8,6.6,6.7
Bánh Chuối - Thái Phiên,8.0,7.0,8.0,7.0,7.0,7.4
Xôi Ngọc - Xôi Phú Thượng,7.0,7.0,7.0,7.0,7.0,7.0
Quán Ăn Ngon - Royal City,7.1,5.8,6.8,7.1,7.5,6.8
Spaghetti Box - Lê Ngọc Hân,7.4,8.0,7.3,6.8,6.9,7.3
ANNA Steak & Spaghetti,7.4,7.5,6.8,7.3,7.0,7.2
Cơm Gà Bà Nga,6.9,4.9,4.4,5.9,5.7,5.6
Bún Bò Gốc Huế - Nguyễn Ngọc Vũ,8.6,8.8,9.1,9.1,8.7,8.9
Chè & Sữa Chua - Lương Yên,7.0,9.0,8.0,8.0,7.0,7.8
Cơm Em Phương - Cơm Gà & Cơm Sườn,7.8,7.5,6.8,6.8,7.3,7.3
Bánh Giò Nóng - Chợ Hà Đông,7.0,7.6,7.4,7.2,6.5,7.2
ThaiExpress - Times City,7.4,7.0,7.6,7.7,7.5,7.4
Trâu Ngon Quán - Bùi Thị Xuân,9.0,7.7,9.7,9.0,8.7,8.8
Chảnh Nướng,8.0,10.0,10.0,10.0,10.0,9.6
Trường Sa Cafe,5.0,5.0,5.0,5.0,5.0,5.0
Nightshift Cocktail & Wine Bar,8.0,8.0,9.0,10.0,7.0,8.4
San Fu Lou - Ẩm Thực Quảng Đông - Phan Chu Trinh,8.0,8.3,6.3,5.7,9.3,7.5
Phở Ngọc Vượng - Vũ Phạm Hàm,9.3,5.3,8.3,7.0,9.0,7.8
Gia Đình BB - Home Cook - Trung Hòa,8.1,7.0,7.3,7.6,7.7,7.5
Gia Thành - Hủ Tiếu & Bánh Canh,7.3,6.0,6.4,5.9,7.0,6.5
"Phở Gà, Bún & Miến Ngan - Đê La Thành",3.5,3.5,4.0,3.5,3.0,3.5
Woods Cafe - Phạm Huy Thông,9.0,9.5,9.0,9.5,9.5,9.3
Bún Riêu Bề Bề - Khâm Thiên,8.0,6.0,7.0,9.0,9.0,7.8
"Lutulata - Bún Bò Huế, Cơm Gà & Cơm Sườn",9.1,8.9,9.5,9.6,9.5,9.3
Kampong Chicken House - Cơm Gà Hải Nam - Lò Đúc,7.5,6.6,7.9,7.5,7.6,7.4
Bún Cá Chấm Gốc Đa - Sơn Tây,6.1,6.3,6.5,6.3,5.8,6.2
Quán Phượng - Bánh Cuốn Nóng Gia Truyền,7.0,6.3,6.7,6.1,5.7,6.4
Khao Lao - Nhà Chung,7.7,6.1,7.7,7.5,7.5,7.3
Bánh Cuốn Nóng & Bún Chả - Khâm Thiên,7.0,7.0,7.0,8.0,7.0,7.2
Cơm Rang 29,9.0,10.0,10.0,10.0,10.0,9.8
Chị Cúc - Bún Trộn Nam Bộ - Yên Lãng,8.0,7.0,8.0,8.0,8.0,7.8
Aha Cafe - Hào Nam,8.0,7.5,7.5,8.0,7.0,7.6
Bornga Restaurant - Ẩm Thực Hàn Quốc - Vincom Bà Triệu,7.9,6.1,7.9,7.8,7.8,7.5
Bún Đậu Mẹt - Hai Bà Trưng,9.0,9.0,9.0,7.0,7.0,8.2
Gu-i92 - Lẩu & Nướng Hàn Quốc - Vincom Mega Mall Ocean Park,8.0,8.0,9.0,8.0,9.0,8.4
Tâm Phương Quán - Ẩm Thực Việt,7.6,7.2,8.2,8.2,8.3,7.9
"Nam Anh - Giò, Chả",7.3,6.3,8.0,7.7,5.0,6.9
Tarot Coffee - Phạm Ngọc Thạch,7.4,6.4,7.0,7.6,5.8,6.8
Cộng Cà Phê - Phạm Ngọc Thạch,7.5,6.0,6.5,6.5,7.4,6.8
Bánh Cuốn Nóng - Lê Lợi,6.0,3.4,3.2,3.8,3.8,4.0
"Bánh Bao Nóng, Sữa Hạt & Nước Ép - Phố An Trạch",9.2,9.3,9.5,9.1,8.9,9.2
Nét Hội An - Hoàng Cầu,6.7,6.3,4.7,6.3,6.3,6.1
San Tokbokki - Ẩm Thực Hàn Quốc - Phạm Ngọc Thạch,7.2,8.2,7.1,7.3,6.3,7.2
Hàu Sữa 5K - Vĩnh Hồ,8.0,9.0,9.0,8.0,8.0,8.4
Bánh Mì Minh Nhật - Trần Duy Hưng,7.0,6.0,6.6,6.8,6.2,6.5
"Vân Anh - Nước Ép, Sinh Tố & Ăn Nhanh",7.0,7.0,7.0,7.0,7.0,7.0
Kem Bơ Bánh Bèo - Món Ngon Đà Nẵng - Tô Hiến Thành,7.8,7.4,7.8,7.1,6.9,7.4
GukMul TokBokKi - KĐT Mỹ Đình Sông Đà,7.3,7.8,8.5,7.9,6.8,7.6
KOI Thé - Vincom Phạm Ngọc Thạch,7.6,6.5,7.5,7.4,7.2,7.2
Bít Tết Khải Hưng - Hà Đông,7.0,7.0,6.5,6.5,7.0,6.8
A!BAMI - Bánh Mì Hội An,6.4,6.0,5.8,6.9,6.6,6.3
Aha Cafe - Tô Hiến Thành,8.0,7.0,8.0,8.0,8.0,7.8
Poeme - Nguyễn Quý Đức,5.3,7.3,8.7,6.2,5.7,6.6
All Day Coffee - Quang Trung,7.9,6.0,7.0,7.0,7.9,7.2
"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Hai Bà Trưng",8.0,7.0,7.8,7.7,7.6,7.6
Akaari - Nhà Hàng Nhật Bản - KĐT Trung Hòa Nhân Chính,7.3,6.5,7.8,8.0,7.5,7.4
Bami Sot - Bánh Mì Đen - Hoàng Văn Thái,7.8,7.5,8.6,8.2,7.3,7.9
Bánh Mì Chảo 2 Chị Em - Hà Cầu,6.5,6.5,6.5,6.5,7.5,6.7
Phở Hưng - Phở Gà Ta,7.0,8.0,8.0,8.0,8.0,7.8
Dũng Hạnh - Bánh Mì Giò Chả - Núi Trúc,7.3,7.9,8.1,8.0,7.1,7.7
Bánh Mì Que Pháp - Nguyên Hồng,6.2,4.6,4.6,5.2,5.4,5.2
Dương Béo - Bánh Mì Nướng Muối Ớt,7.2,8.0,7.1,7.0,6.1,7.1
Bánh Mì Minh Nhật - Ngọc Khánh,7.7,5.7,6.0,6.2,5.6,6.2
Tiệm Bánh Mì Tử Tế - Tây Sơn,8.0,8.7,7.3,7.5,7.1,7.7
Trà Sữa Bobapop - Nguyễn Phong Sắc,7.5,7.3,7.3,7.2,7.1,7.3
Bún Đậu Mẹt Bà Thành,8.0,9.0,9.1,9.2,8.3,8.7
Cheering Beer - Lý Thường Kiệt,8.3,6.3,7.4,6.8,8.1,7.4
Bà Ba Quán - Bún Hải Sản Chua Cay,4.7,6.0,4.0,5.0,5.0,4.9
Doner Kebab - Nguyễn Hữu Huân,8.0,7.0,8.0,8.0,7.0,7.6
Dê Núi 9 - Công Viên Thiên Đường Bảo Sơn,7.0,7.0,8.0,8.0,8.0,7.6
Tuyết - Bún Chả 34,6.9,6.8,6.9,6.3,5.8,6.6
Vinh Vịt - Vịt Cỏ Vân Đình,8.0,8.5,9.0,9.0,8.0,8.5
Gia Bảo - Bánh Cuốn Nóng & Gà Tần - Thái Thịnh,7.3,7.0,7.0,7.3,6.8,7.1
Bún Riêu - Ngõ Giếng Mứt,8.0,9.0,9.0,8.0,7.0,8.2
Bà Gái - Đặc Sản Đà Nẵng - Trúc Bạch,7.8,8.0,7.8,8.2,7.8,7.9
Hẻm Trộn - Đặng Văn Ngữ,8.0,8.7,9.3,8.3,7.7,8.4
Phở Sướng - Nguyên Hồng,7.2,6.3,7.5,7.1,6.6,6.9
Mì Trộn Indomie U Oanh - Shop Online,5.0,5.5,5.0,5.0,5.0,5.1
Thịt Xiên Nướng & Lạp Xưởng Nướng - Nguyễn Công Trứ,8.0,7.0,7.0,7.0,7.0,7.2
Chè Thái Hà - Tôn Thất Tùng,6.7,6.9,6.5,6.3,6.3,6.5
Ốc Tê Tê - Quán Thánh,7.5,7.5,9.0,7.0,6.5,7.5
Phở Bò - TT Thanh Xuân Bắc,7.0,7.0,8.2,6.8,6.6,7.1
Bún Đậu Mắm Tôm - Giảng Võ,7.4,9.9,10.0,9.6,8.6,9.1
Vân - Nầm Bò Nướng,7.1,6.9,7.9,7.6,6.7,7.3
Công Bia - Beer Club,8.3,8.0,8.8,7.8,8.5,8.3
Trà Sữa Tocotoco - Nguyễn Văn Tố,7.8,6.0,6.6,5.9,5.8,6.4
Hibi's Cake - Ngọc Lâm,7.8,8.0,8.0,8.1,7.9,7.9
Bún Chả Duy Khang - Phạm Văn Đồng,1.0,1.0,1.0,1.0,1.0,1.0
Bánh Xèo Hoa Trang,6.7,7.3,5.7,6.3,4.7,6.1
My Oshi 03 - Mì Ramen,8.0,7.4,7.9,8.3,7.5,7.8
Tiger Sugar Delivery - Đường Nâu Sữa Đài Loan - Hàm Nghi,9.5,9.5,8.0,9.0,8.8,9.0
Bún Trộn Bà Hằng - Tô Hiệu,6.3,6.5,4.3,5.5,5.0,5.5
Delisa - Fresh Salad Bar - Lý Đạo Thành,7.1,5.8,6.8,6.9,6.6,6.6
Bún Cá Chấm Giòn - Tạ Quang Bửu,7.2,6.8,7.4,7.6,7.2,7.2
Bếp Cao Anh - Shop Online,6.0,8.0,6.0,5.0,6.0,6.2
Sữa Chua Trân Châu B-Boy - Lý Thường Kiệt,7.5,5.5,8.0,8.5,9.5,7.8
Akay Nướng,6.9,6.5,6.3,6.8,6.2,6.5
Trà Sữa Tocotoco - Big C Thăng Long,5.3,4.6,4.3,4.6,5.5,4.9
Paris Gâteaux - Discovery Complex,8.8,5.0,4.5,3.8,9.0,6.2
Thanh Đại - Bún Chả & Bún Cá,7.3,8.0,7.3,6.7,7.0,7.3
Cơm Ngon Bắc Ninh - Xuân Thủy,7.0,7.0,7.0,7.0,7.0,7.0
Cơm Việt - Lẩu & Nướng,8.3,8.0,7.8,8.3,7.8,8.0
